entity,year,total_pop,continent,kg_apple_prod_capita_year,phd_awards,cal_frm_animl_prot,cal_frm_plnt_prot,cal_frm_fat,cal_frm_carbs,fruit_consumed_kg_pc_year,gdp_capita_year,life_expectancy,deaths_neoplasms,daly,percent_prevalence_depressive_disorders
Jordan,1993,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1994,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1995,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1996,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1997,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1998,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,1999,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2000,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2001,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2002,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2003,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2004,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2005,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2006,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2007,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2008,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2009,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2010,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2011,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2012,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2013,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2014,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2015,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2016,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,2017,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1961,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1962,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1963,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1964,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1965,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1966,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1967,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1968,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1969,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1970,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1971,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1972,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1973,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1974,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1975,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1976,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1977,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1978,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1979,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1980,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1981,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1982,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1983,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1984,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1985,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1986,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1987,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1988,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1989,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1990,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1991,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1992,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1993,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1994,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1995,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1996,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1997,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1998,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,1999,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2000,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2001,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2002,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2003,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2004,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2005,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2006,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2007,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2008,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2009,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2010,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2011,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2012,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2013,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2014,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2015,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2016,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2017,NA,Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1961,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1962,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1963,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1964,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1965,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1966,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1967,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1968,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1969,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1970,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1971,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1972,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1973,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1974,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1975,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1976,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1977,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1978,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1979,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1980,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1981,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1982,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1983,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1984,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1985,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1986,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1987,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1988,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1989,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1990,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1991,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1992,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1993,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1994,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1995,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1996,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1997,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1998,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,1999,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2000,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2001,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2002,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2003,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2004,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2005,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2006,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2007,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2008,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2009,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2010,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2011,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2012,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2013,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2014,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2015,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2016,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laos,2017,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1961,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1962,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1963,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1964,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1965,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1966,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1967,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1968,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1969,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1970,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1971,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1972,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1973,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1974,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1975,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1976,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1977,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1978,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1979,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1980,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1981,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1982,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1983,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1984,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1985,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1986,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1987,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1988,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1989,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1990,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1991,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1992,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1993,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1994,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1995,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1996,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1997,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1998,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,1999,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2000,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2001,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2002,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2003,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2004,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2005,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2006,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2007,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2008,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2009,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2010,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2011,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2012,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2013,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2014,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2015,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2016,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2017,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2000,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2001,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2002,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2003,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2004,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2005,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2006,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2007,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2008,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2009,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2010,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2011,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2012,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2013,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2014,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2015,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2016,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,2017,NA,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1961,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1962,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1963,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1964,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1965,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1966,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1967,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1968,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1969,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1970,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1971,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1972,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1973,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1974,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1975,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1976,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1977,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1978,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1979,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1980,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1981,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1982,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1983,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1984,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1985,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1986,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1987,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1988,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1989,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1990,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1991,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1992,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1993,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1994,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1995,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1996,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1997,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1998,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,1999,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2000,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2001,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2002,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2003,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2004,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2005,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2006,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2007,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2008,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2009,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2010,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2011,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2012,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2013,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2014,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2015,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,2016,NA,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
